Division,Court,country,class,product,person,agent,Role,Town-Country,Longitude,Latitude
Gallery,Southwest,Germany,"16. Leather, Furs, and Hair",Specimens of saddlery.,Botsen,,manu.,"Bremen, Germany",8.8016937,53.0792962
Gallery,Southwest,Germany,"16. Leather, Furs, and Hair",Articles of saddlery.,A Meter,,manu.,"Bremen, Germany",8.8016937,53.0792962
Gallery,West,France,"16. Leather, Furs, and Hair",Beaver-skins.,"T. Texier, Jr.",,glovers,"Niort, France",-0.464777,46.323716
Gallery,Southwest,Germany,"16. Leather, Furs, and Hair",Fine kid leather.,Keheer,,manu.,"Erbach, Germany",8.9961819,49.6590249
Gallery,West,France,"16. Leather, Furs, and Hair",Calf-skins dressed.,Fabre,,tanner,"Dijon, France",5.04148,47.322047
Gallery,Southwest,Germany,"16. Leather, Furs, and Hair",A variety of whips.,Stioh,,manu.,"Nuremberg, Germany",11.0796553,49.4254092
Gallery,West,Italy,"16. Leather, Furs, and Hair",Two trunks.,Luigi Zampini,,manu.,"Florence, Italy",11.2558136,43.7695604
Gallery,West,France,"16. Leather, Furs, and Hair",Calf-skins dressed.,Ed. Dietz,,,"Barr, France",7.450204,48.407265
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding",Samples of ornamental papers. (The plates from which these papers are printed are electrotypes from papier mach6 moulds.),Schaeffe & Scheiber,,manu.,"Berlin, Germany",13.404954,52.5200066
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding","Specimens of paper, which, by a new process, is colored differently on the two sides of a sheet.",Rauch Brothers,,inv. & manu.,"Heilbronn, Germany",9.210879,49.1426929
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding",Various specimens of black lead pencils ; fine graduated drawing pencils ; oolored lead pencils.,A. W. Faber,,manu.,"Stein, Germany",11.0113329,49.40642
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding","Pounce paper, or transparent drawing paper, made by a new and peculiar process.",F. Karcher,,inv. & manu.,"Carlsruhe, Germany",8.43037,49.0069
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding","Two hundred volumes, printed within one year in the office of the exhib- itor.",T. R. Brookhaus,,printer,"Leipsic, Germany",12.3730747,51.3396955
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding",Gold and silver paper and borders ; samples of bronze-colored printing.,Lev. Haenle,,prod. & manu.,"Munich, Germany",11.5819806,48.1351253
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding","Varieties of enamelled, colored, and glazed cards and paper.",E. A. Freund,,manu.,"Offenbach am Maine, Germany",8.7760843,50.0956362
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding","Cedar pencils, arranged in the form of the American arms.",Theo. Cramer Klett,,manu.,"Nuremberg, Germany",11.0796553,49.4254092
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding",Various specimens of paper.,Tenge's Paper Mills,,,"Bielefeld, Germany",8.5324708,52.0302285
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding",Specimen of card board and glazed paper.,J. B. Weber,,manu.,"Offenbach am Maine, Germany",8.7760843,50.0956362
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding","Labels, for merchants, manufacturers, <fec.",H. Ed. Kramer,,manu.,"Leipsic, Germany",12.3730747,51.3396955
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding",Specimens of colored papers.,Wust Brothers,,manu.,"Darmstadt, Germany",8.6511929,49.8728253
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding",Articles of pasteboard.,Felloiebel & Co.,,manu.,Huddersfield,-1.785035,53.645792
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding",A variety of plain and fancy wafers.,Eberlain,,manu.,Glasgow,-4.251806,55.864237
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding",Specimens of playing cards.,A. Frommann,,manu.,"Darmstadt, Germany",8.6511929,49.8728253
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding","Map, picture, and colored papers.",A. Dillberner,,manu.,"Breslau, Germany",11.933824,50.3180199
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding","Universal Lexicon, 34 vols.",H. A. Pierer,,prop.,"Altenberg, Germany",13.7578889,50.7639531
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding",Portfolios.,Wetzlar Brothers,,manu.,Glasgow,-4.251806,55.864237
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding",Specimens of pencils.,J. J. Rehbach,,manu.,"Ratisbon, Germany",12.1016236,49.0134297
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding",An illustrated work.,J. J. Weber,,prod.,"Leipsic, Germany",12.3730747,51.3396955
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding","Newspaper holders.-^CARL Wolter, manu. Breslau, Prussia.",Carl Wolter,,manu.,"Breslau, Germany",11.933824,50.3180199
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding",Publications.,B. G. Teubner,,manu.,"Leipsic, Germany",12.3730747,51.3396955
Gallery,Southwest,Germany,"17. Paper and Stationery, Types, Printing and Bookbinding",Specimens of paper.,G. J. Tubs,,manu.,Germany,,
Gallery,Northwest,Switzerland,18. Dyed and Printed Fabrics,Colored and printed cotton cloths and red velvet.,Theodore Zeigler & Co.,,manu.,"Winterthur, Switzerland",8.7236889,47.4988196
Gallery,West,Austria,18. Dyed and Printed Fabrics,Specimens of dyed silks.,Carl Saltzer,,dyer,"Vienna, Austria",16.3738189,48.2081743
Gallery,,USA,19. Tapestry &c.,Silk bed-quilt.,Mrs. Gilbert Smith,"209 Monroe street, New-York City.",,"New York City, New York",-73.994047,40.711696
Gallery,,USA,19. Tapestry &c.,"Specimens of carpets and rugs from the Lowell Company, Lowell, Mass.",Lowell Company,A. & A Lawrence & Co. ,agent,"New York City, New York",-73.916667,40.7575
Gallery,Southwest,Germany,19. Tapestry &c.,"White cotton fabrics and embroideries. Curtain brocades, Ac, <fec.",F. L. Boehler & Son,"Agent, H. Ackermann, 79 Cedar street, New-York City.",manu.,"Plauen, Germany",12.1368679,50.4976133
Gallery,Southwest,Germany,19. Tapestry &c.,"Carriage trimmings, &c.","Caspar, Henderkott & Sons",E. Behr,manu.,"Barmen, Germany",7.1802601,51.2687519
Gallery,,USA,19. Tapestry &c.,"40 Brussels carpet, manufactured fby Bigelow Carpet Co",Henry P. Fairbanks,Henry P. Fairbanks,manu. & agent,"Boston, Massachusetts",-73.986581,40.730599
Gallery,South,UK,19. Tapestry &c.,Cocoa-nut fibre matting and mats.,Bevington & Morris,"Johnson, Brother, & Townsend",manu.,"London, UK",-0.1277583,51.5073509
Gallery,South,UK,19. Tapestry &c.,"Wilton or pile carpets, Brussels and Venetian carpets.",Henderson & Co,"Johnson, Brother, & Townsend",manu.,"Durham, UK",-1.584852,54.77525
Gallery,South,UK,19. Tapestry &c.,"Sewed book-muslin collar capes, caps, frock-bodies, Ac.",John Holden <fc Co.,"Martin, Turpin & Co.",des.,"Belfast, UK",-5.93012,54.597285
Gallery,South,UK,19. Tapestry &c.,"Lace royal sash guipure; applique; Limerick lace dresses, flouncing, Ac.",James Forrest & Sons,"W. K. Clare, (Hall Brothers)",manu.,"Dublin, UK",-6.2603097,53.3498053
Gallery,,USA,19. Tapestry &c.,"Patent metallic and marbleized oil cloths, for covering tables, desks, count-ers, and various other purposes; grained cloths, in imitation of all kinds of woods.",Silas Hall,,manu.,"New Brunswick, New Jersey",-74.4518188,40.4862157
Gallery,,USA,19. Tapestry &c.,Specimens of various trimmings for dresses and mantillas.,Meeker & Maidhoff,,manu.,"New York City, New York",-74.009798,40.710656
Gallery,,USA,19. Tapestry &c.,Embroidery in gold and silver thread.,Mary L. J. Herbst,,,"New York City, New York",-73.992405,40.718982
Gallery,,USA,19. Tapestry &c.,"Specimens of painting on velvet, cloth, felt and other fabrics, in imitation of the Gobelin tapestries, for table and piano covers, and upholsterers' purposes.",Jarosson <fc Colbeck,,manu.,"Jersey City, New Jersey",-74.0776417,40.7281575
Gallery,,USA,19. Tapestry &c.,Embroidered broad-cloth table cover.,Helen Hogeboom,,des.,"Castletown, New York",,
Gallery,Southwest,Germany,19. Tapestry &c.,"Silk and worsted borders, tassels, and gimps for carriages and saddlery trimmings ; bridles, gun ribbons, and girths.",Robert Schaebff,,manu.,"Leipsic, Germany",12.3730747,51.3396955
Gallery,,USA,19. Tapestry &c.,"Brussels carpet, manufactured fby Bigelow Carpet Co. ; specimens of coach lace, from the Clinton Co.",Henry P. Fairbanks,,manu. & agent,"Boston, Massachusetts",-71.0588801,42.3600825
Gallery,,USA,19. Tapestry &c.,"Patent metallic and marbleized oil cloths, for covering tables, desks, count- ers, and various other purposes ; grained cloths, in imitation of all kinds of woods. Silas Hall, manu. New Brunswick, New Jersey.",Silas Hall,,manu.,"New Brunswick, New Jersey",-74.4518188,40.4862157
Gallery,Northwest,Switzerland,19. Tapestry &c.,Embroidered table-cover ; embroidered lace dress ; lace mantilla ; cambric handkerchiefs and collars.,Caspar Staheli-Wild,,manu.,"St. Gall, Switzerland",9.3767173,47.4244818
Gallery,Northwest,Switzerland,19. Tapestry &c.,"Linen cambric hankerchiefs, embroidered in crotchet and "" au passe ;"" bap- tismal robe for infants, of muslin embroidered in crochet; embroidered tulle shawL",Pauly & Co.,,manu.,"St. Gall, Switzerland",9.3767173,47.4244818
Gallery,,USA,19. Tapestry &c.,"Shawl of new style, combining the lace frame and figured loom. (Patent applied for.) Fringes, ribbons, braids and other fancy trimmings for ladies.",Duncan McFarlan,,manu.,"New York City, New York",-73.8792,40.725009
Gallery,Northwest,Switzerland,19. Tapestry &c.,"Embroidered tulle and muslin christening robes ; flounced dresses and sacks, linen cambric collars, hankerchiefs, <fee.",Bbidgemann & Gourenbach,,,"St. Gall, Switzerland",9.3767173,47.4244818
Gallery,South,UK,19. Tapestry &c.,"Patterns of machine- wrought black silk, and other laces, and muslin trimmings.",L. 0. Barnett & Son,,manu.,"Nottingham, UK",-1.1581086,52.9547832
Gallery,,USA,19. Tapestry &c.,"Specimens of floor cloths, printed in oil colors, upon prepared hemp canvas ; "" velvet finish "" floor cloths.",John Jewett & Sons,,manu.,"New York City, New York",-74.004505,40.70655
Gallery,,USA,19. Tapestry &c.,"Specimens of fringes, gimps, tassels, buttons, and other trimmings.",Hen- king & Staderman,,manu.,"New York City, New York",-74.0059413,40.7127837
Gallery,West,France,19. Tapestry &c.,Samples of improved embroideries.,Madame Chancerel,,manu.,"Sehamberg, France",6.3356,48.1446
Gallery,West,France,19. Tapestry &c.,"Carpets and tapestry; coarse and fine moque'tte, curtain, and panel.","Requillart, Roussel & Chocqueel",,manu.,"Paris, France",2.3522219,48.856614
Gallery,Northwest,Switzerland,19. Tapestry &c.,Embroidered laee curtains and fine muslins.,Bourry D'Ivernois,,manu.,"St. Gall, Switzerland",9.3767173,47.4244818
Gallery,,USA,19. Tapestry &c.,"Fancy bed-quilt, highly ornamented with designs of birds, fruits and flowers. Mrs. Elizabeth W. Canning, manu. 12 Morris street, Jersey City, New Jersey.",Mrs. Elizabeth W Canning,,manu.,"Jersey City, New Jersey",-74.0776417,40.7281575
Gallery,,USA,19. Tapestry &c.,"Rare and richly wrought specimens of crochet and gipure lace in collars, sleeves, capes, berthas, etc.",N. Manly,,prop.,"New York City, New York",-73.995398,40.669255
Gallery,,USA,19. Tapestry &c.,Grained cloths .in imitation of all kinds of fancy woods and marbles.,James MoArthur,,manu.,"Brooklyn, New York",-73.9441579,40.6781784
Gallery,West,France,19. Tapestry &c.,"Thread lace counterpane, lace shawls and scarfs and flounces. Blond mantles.",Aug. Lefebure,,manu.,"Paris, France",2.3522219,48.856614
Gallery,,USA,19. Tapestry &c.,"Relief embroidery on canvas in Berlin wool, and other specimens of orna- mental work.",Mrs. Anna Van Bree,,des. & maker,"New York City, New York",-73.993642,40.720674
Gallery,South,UK,19. Tapestry &c.,"Doileys etched or embroidered, with views in Ireland.","The Countess of Olan- carty, and Ladt Anne Butler",,,"Ballinasloe, UK",-8.2269,53.3288
Gallery,West,France,19. Tapestry &c.,"Samples of tapestry for chairs, footstools, fauteuils, and rich embroideries in various styles.",Morgat,,manu.,"Paris, France",2.3522219,48.856614
Gallery,,USA,19. Tapestry &c.,Several specimens of embroidered ensigns,Robert S. Walker,,manu.,"New York City, New York",-74.146146,40.630927
Gallery,South,UK,19. Tapestry &c.,"Muslin and merino robes, dresses, window curtains, printed flannel, and ban- dannas.",John Maui & Co.,,manu.,"Glasgow, UK",-4.251806,55.864237
Gallery,,USA,19. Tapestry &c.,Various styles of floor oil cloths.,Frederick Woodcock,,manu.,"Brooklyn, New York",-73.9441579,40.6781784
Gallery,West,France,19. Tapestry &c.,"Piled velvet carpets. d'Aubisson. Aubisson carpet, without reversed side.",Alex. Braquenie,,manu.,"Vivienne, France",2.3385845,48.8701914
Gallery,West,France,19. Tapestry &c.,"Two portraits of Napoleon I, embroidered in satin, full length ana Halt length.",C. E. Gantillon,,des.,"Lyons, France",4.8357,45.764
Gallery,West,Italy,19. Tapestry &c.,Embroidered cambric handkerchiefs ; mantillas and scarfs of various quali- ties.,Francesco Tessada,,manu.,"Genoa, Italy",8.946256,44.4056499
Gallery,West,France,19. Tapestry &c.,Material for furniture covering.,C. Paugouard,,manu.,"Paris, France",2.3522,48.8566
Gallery,,USA,19. Tapestry &c.,Worsted embroidery,John Wilcox,,prop.,"New York City, New York",-74.00522,40.723002
Gallery,South,UK,19. Tapestry &c.,"Berlin wool tapestry picture of Her Majesty, the Queen of Great Britain.",Mrs. James Williams,,,"Dublin, UK",-6.2603097,53.3498053
Gallery,,USA,19. Tapestry &c.,"Black silk apron of knitted silk, with bead embroideries.",Mrs. Mina H. Di Markas,,,"Williamsburgh, New York",-73.9570696,40.7081156
Gallery,,USA,19. Tapestry &c.,Bed-quilt ornamented with worked flowers in relief.,Miss Mary C. Ketcham,,manu.,"New York City, New York",-73.993375,40.719267
Gallery,,USA,19. Tapestry &c.,"Embroidered bed-quilt, executed, by the exhibitors.",Misses Abby <fe Sarah Morgan,,,"New York City, New York",-74.009064,40.717265
Gallery,,USA,19. Tapestry &c.,"Embroidered banner, representing Washington.",Juliana Mathilde Graen,,manu.,"Brooklyn, New York",-73.9441579,40.6781784
Gallery,,USA,19. Tapestry &c.,Specimens of three-ply and ingrain carpets.,George E. L Hyatt,,manu.,"New York City, New York",-74.002805,40.708607
Gallery,,USA,19. Tapestry &c.,"Lace handkerchief, embroidered in lace-stitch by the exhibitor.",Susan G. Waking,,,"New York City, New York",-74.0059413,40.7127837
Gallery,,USA,19. Tapestry &c.,Embroidery in worsteds,Mrs. George A. Halsey,,manu.,"New York City, New York",-73.999933,40.756613
Gallery,,USA,19. Tapestry &c.,Silk and worsted embroidery,Miss Orriana Slotk,,manu.,"New York City, New York",-74.0059413,40.7127837
Gallery,,USA,19. Tapestry &c.,"Embroideries in silk, and in gold and silver thread.",M. J. Drummond,,manu.,"New York City, New York",-73.990386,40.716901
Gallery,,USA,19. Tapestry &c.,Specimens of upholstery and dress trimmings.,T. C. & D. D. Foote,,manu.,"New York City, New York",-74.007174,40.708341
Gallery,,USA,19. Tapestry &c.,Fancy knitting yarns of fine texture and various colors.,Joseph Talgott,,manu.,"Hartford, Connecticut",-72.6850932,41.7637111
Gallery,,USA,19. Tapestry &c.,"Specimens of coach laces, tassels and carriage trimmings.",Mills & Carlock,,manu.,"Brideport, Connecticut",-73.1951767,41.1865478
Gallery,West,Italy,19. Tapestry &c.,"Carpets, and carpet damasks of various colors, in cotton and wool.",Rey Brothers,,manu.,"Turin, Italy",7.6868565,45.070312
Gallery,,USA,19. Tapestry &c.,Picture wrought in worsteds,G..A. Hodgkins,,manu.,"New York City, New York",-74.003223,40.719813
Gallery,,USA,19. Tapestry &c.,"Specimens of carpet, knitted fly nets, and table cloth.",Cornelia Rockwell,,manu.,"Ulsterville, New York",-74.3357082,41.6100936
Gallery,Southwest,Germany,19. Tapestry &c.,Gold and silver embroideries.,"Sohuster,",,manu.,"Nuremberg, Germany",11.0796553,49.4254092
Gallery,,USA,19. Tapestry &c.,Medallion velvet carpet ; mosaic fugs.,William <fc Thomas Lewis,,imp.,"New York City, New York",-73.988849,40.691427
Gallery,,USA,19. Tapestry &c.,Specimens of silk and worsted coach laces.,Theodor Klahre,,manu.,"Union Hill, New Jersey",-74.5221011,40.8673215
Gallery,,USA,19. Tapestry &c.,Knitted counterpane.,Mrs. 0. M. Watson,,manu.,"New York City, New York",-74.0059413,40.7127837
Gallery,West,Italy,19. Tapestry &c.,Plumes and feather ornaments of all colors and descriptions.,Madame C. Pavesio,,manu.,"Turin, Italy",7.6868565,45.070312
Gallery,,USA,19. Tapestry &c.,Tapestry velvet; tapestry Brussels; velvet rugs.,E. S. Higgins,,manu.,"New York City, New York",-73.811953,40.785528
